"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19810207002959I","07-FEB-81","GREENVILLE","ME","GREENVILLE MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-P","","BUSINESS","GENERAL OPERATING RULES","NONE","51611","0","0","","","","1","PRIVATE PILOT","400","300","0","0"
"19810313019739I","13-MAR-81","PORTLAND","ME","PORTLAND INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","300WP","0","0","","","","2","AIRLINE TRANSPORT","3500","2000","0","0"
"19810318026359I","18-MAR-81","BRUNSWICK","ME","","INCIDENT","","DESCENT","CESSNA","CE-402","CE-402-B","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","1436G","0","0","","","","2","AIRLINE TRANSPORT","2000","300","0","0"
"19810419017639I","19-APR-81","FRYEBURG","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-35","BE-35-C33","","PERSONAL","GENERAL OPERATING RULES","NONE","2007W","0","0","","","","1","PRIVATE PILOT","10000","5000","0","0"
"19810427029479I","27-APR-81","PORTLAND","ME","PORTLAND INTL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-402","","MAINE AVIATION CORP","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","5187J","0","0","CONT","TSIO520E","O520","2","AIRLINE TRANSPORT","3200","800","0","0"
"19810503030349I","03-MAY-81","DEXTER","ME","DEXTER RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BLANCA","BL-7","BL-7-FC","","PERSONAL","GENERAL OPERATING RULES","NONE","7694E","0","0","","","","1","PRIVATE PILOT","81","7","0","0"
"19810512057909I","12-MAY-81","UNITY","ME","","INCIDENT","MINOR","CLIMB","DE HAVILLAND-BOMBARDIER","DHC-6 TWIN OTTER","300 VISTA LINER","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","386EX","0","0","","","","2","AIRLINE TRANSPORT","7041","3629","0","0"
"19810517040109I","17-MAY-81","DEBLOIS","ME","BANGOR INTL","INCIDENT","","LOW LEVEL OPERATIONS","BELL","BHT-47","BHT-47-G5","","AERIAL APPLICATOR","AGRICULTURAL","NONE","1311X","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3700","2800","15","10"
"19810524027539I","24-MAY-81","PORTLAND","ME","WINGS FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-95","BE-95-B55","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","9420Y","0","0","","","","2","COMMERCIAL PILOT","6000","1500","30","30"
"19810529060439I","29-MAY-81","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","LAKE","LA-4","","","INSTRUCTION","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6015V","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","17000","100","0","0"
"19810618044159I","18-JUN-81","FRYEBURG","ME","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-36","","","AERIAL APPLICATOR","AGRICULTURAL","NONE","57819","0","0","PWA","R985AN14B","R985","1","COMMERCIAL PILOT","5500","200","200","200"
"19810708039019I","08-JUL-81","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","IDLING ENGINES","PIPER","PA-J4","","","PERSONAL","GENERAL OPERATING RULES","NONE","22724","0","0","","","","1","PRIVATE PILOT","500","300","10","10"
"19810904067779I","04-SEP-81","FRYEBURG","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","FINAL APPROACH","BOEING","B-75","B-75-A75","","PERSONAL","GENERAL OPERATING RULES","NONE","1419M","0","0","","","","1","COMMERCIAL PILOT","650","0","20","0"
"19810906055669I","06-SEP-81","LIMINGTON","ME","LIMINGTON-HARMON","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","9657J","0","0","","","","1","PRIVATE PILOT","298","31","9","7"
"19810914071419I","14-SEP-81","OLD TOWN","ME","DEWITT FLD,OLD TOWN MUNI","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-337","CE-337-H","","EXECUTIVE","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1327L","0","0","CONT","IO360A","O360","2","AIRLINE TRANSPORT","3400","150","300","90"
"19811025082889I","25-OCT-81","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BLANCA","BL-7","BL-7-EC","","PERSONAL","GENERAL OPERATING RULES","NONE","4737E","0","0","CONT","C90*","C90","1","PRIVATE PILOT","125","15","25","15"
"19811107082079I","07-NOV-81","TURNER","ME","AUGUSTA STATE","INCIDENT","MINOR","FINAL APPROACH","SCWZER","SGS-2","SGS-2-33A","","INSTRUCTION","GENERAL OPERATING RULES","NONE","1173S","0","0","","","","0","PRIVATE PILOT","55","6","20","6"
"19811107084339I","07-NOV-81","ELIOT","ME","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BLANCA","BL-7","BL-7-GCAA","","PERSONAL","GENERAL OPERATING RULES","NONE","26652","0","0","LYC","O320A2D","O320","1","PRIVATE PILOT","265","100","18","18"
"19811109080999I","09-NOV-81","ROCKLAND","ME","AUGUSTA STATE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-18","PA-18-150","","INSTRUCTION","GENERAL OPERATING RULES","NONE","703ES","0","0","LYC","O320*","O320","1","STUDENT","29","29","29","29"
"19811114085419I","14-NOV-81","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","NONE","81029","0","0","","","","1","COMMERCIAL PILOT","","0","0","0"
"19811204086471I","04-DEC-81","GREENVILLE","ME","GREENVILLE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-32","PA-32-R300","","PERSONAL","GENERAL OPERATING RULES","NONE","4945F","0","0","LYC","IO540K1G5","O540","1","PRIVATE PILOT","2000","100","100","25"
"19811223087869I","23-DEC-81","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","515DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19820115006059I","15-JAN-82","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-182","CE-182-TR","","PERSONAL","GENERAL OPERATING RULES","NONE","737AQ","0","0","LYC","O540*","O540","1","PRIVATE PILOT","282","92","50","12"
"19820117003439I","17-JAN-82","SHERMAN","ME","MILLINOCKET MUNI","INCIDENT","","NORMAL CRUISE","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94233","0","1","","","","2","AIRLINE TRANSPORT","14620","2420","150","150"
"19820209011269I","09-FEB-82","WHITEFIELD","ME","MOUNT WASHINGTON RGNL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-340","CE-340-A","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","98575","0","0","","","","2","AIRLINE TRANSPORT","8000","200","100","20"
"19820227011239I","27-FEB-82","BREWER","ME","BREWER","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","NONE","69009","0","0","","","","1","COMMERCIAL PILOT","800","500","200","75"
"19820330014649I","30-MAR-82","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","69232","0","0","LYC","O235L2C","O235","1","COMMERCIAL PILOT","20","14","14","14"
"19820401013179I","01-APR-82","RUMFORD","ME","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BBAVIA","BBAVIA-8","BBAVIA-8-GCBC","","PERSONAL","GENERAL OPERATING RULES","NONE","8590V","0","0","LYC","O360*","O360","1","COMMERCIAL PILOT","10000","35","78","35"
"19820506025019I","06-MAY-82","PORTLAND","ME","PORTLAND INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","56775","0","0","LYC","O320D2A","O320","1","STUDENT","35","35","19","19"
"19820506030499I","06-MAY-82","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-TR","","BUSINESS","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","737AQ","0","0","LYC","O540*","O540","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2300","400","100","20"
"19820507030459I","07-MAY-82","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-310","CE-310-Q","AIR TECH CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","7899Q","0","0","CONT","IO470V","O470","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1422","584","183","109"
"19820701041289I","01-JUL-82","BANGOR","ME","BANGOR INTL","INCIDENT","","CLIMB","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94278","0","0","","","","2","AIRLINE TRANSPORT","10300","2200","240","240"
"19820711044839I","11-JUL-82","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-441","","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","489G","0","0","ARSRCH","TPE331*","TPE331","2","COMMERCIAL PILOT","5500","350","130","110"
"19820719049589I","19-JUL-82","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-24","PA-24-250","","OTHER","GENERAL OPERATING RULES","NONE","7305P","0","0","LYC","O360*","O360","1","PRIVATE PILOT","1000","200","10","10"
"19820809052659I","09-AUG-82","BANGOR","ME","BANGOR INTL","INCIDENT","","CLIMB","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94216","0","0","RROYCE","AVON524B","AVON","2","AIRLINE TRANSPORT","7200","2500","210","210"
"19820813052809I","13-AUG-82","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-170","CE-170-A","","PERSONAL","GENERAL OPERATING RULES","NONE","9776A","0","0","CONT","C145*","C145","1","PRIVATE PILOT","495","10","1","1"
"19820822053489I","22-AUG-82","HOULTON","ME","HOULTON INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","7991W","0","0","LYC","O320*","O320","1","STUDENT","25","25","14","14"
"19820824054139I","24-AUG-82","ROCKLAND","ME","KNOX COUNTY RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","300WP","0","0","","","","2","AIRLINE TRANSPORT","5239","2500","200","200"
"19820903056199I","03-SEP-82","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","204TC","0","0","","","","2","AIRLINE TRANSPORT","5000","3000","165","160"
"19820924065759I","24-SEP-82","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94233","0","0","","","","2","AIRLINE TRANSPORT","7350","2650","220","220"
"19821002063149I","02-OCT-82","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-180","","INSTRUCTION","GENERAL OPERATING RULES","NONE","7804W","0","0","","","","1","STUDENT","33","33","28","28"
"19821026066279I","26-OCT-82","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94233","0","0","","","","2","AIRLINE TRANSPORT","12000","575","270","270"
"19821105066079I","05-NOV-82","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","107TJ","0","0","","","","2","AIRLINE TRANSPORT","4500","3800","286","286"
"19821122067149I","22-NOV-82","BANGOR","ME","BANGOR INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CASA","212","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","350CA","0","0","","","","2","AIRLINE TRANSPORT","8600","380","255","225"
"19821217068499I","17-DEC-82","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-310","CE-310-Q","BAR HARBOR AIRWAYS INC","OTHER","GENERAL OPERATING RULES","NONE","69658","0","0","","","","2","AIRLINE TRANSPORT","4100","500","200","20"
"19830126009479I","26-JAN-83","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-58","","INTERPORT CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","NONE","678","0","0","CONT","IO520C","O520","2","AIRLINE TRANSPORT","4750","300","135","70"
"19830303011779I","03-MAR-83","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-402","CE-402-B","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","1436G","0","0","CONT","TSIO520*","O520","2","AIRLINE TRANSPORT","5200","125","150","15"
"19830314017789I","14-MAR-83","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","BOEING","707","320","GLOBAL INTERNATIONAL AIRWAYS CORP","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","NONE","15713","0","0","PWA","JT3D*","JT3D","4","AIRLINE TRANSPORT","","0","0","0"
"19830503028649I","03-MAY-83","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","100WP","0","0","","","","2","AIRLINE TRANSPORT","17500","8000","250","250"
"19830608046759I","08-JUN-83","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-56","BE-56-TC","","OTHER","GENERAL OPERATING RULES","NONE","7QG","0","0","","","","2","COMMERCIAL PILOT","3200","292","86","66"
"19830619051469I","19-JUN-83","","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","MINOR","TO ABORTED (FIXED WING)","MOONEY","M-18","","","AERIAL APPLICATOR","AGRICULTURAL","NONE","6M","0","0","WSK","PZL3S","1260","1","COMMERCIAL PILOT","3000","125","175","125"
"19830728061759I","28-JUL-83","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","","NORMAL CRUISE","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","3268M","0","0","CONT","TSIO520E","O520","2","AIRLINE TRANSPORT","5300","300","140","50"
"19830805061959I","05-AUG-83","CARIBOU","ME","CARIBOU","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-337","","","PERSONAL","GENERAL OPERATING RULES","NONE","6LY","0","0","","","","2","PRIVATE PILOT","1000","400","40","40"
"19830820051479I","20-AUG-83","GREENVILLE","ME","","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","9721H","0","0","","","","1","PRIVATE PILOT","1100","450","140","125"
"19830919063119I","19-SEP-83","CARIBOU","ME","","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","13680","0","0","","","","1","COMMERCIAL PILOT","","445","0","0"
"19831104070309I","04-NOV-83","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","NORMAL CRUISE","CASA","212","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","351CA","0","0","PWA","PT6T3","PT6T","2","AIRLINE TRANSPORT","8800","65","270","0"
"19831104070319I","04-NOV-83","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","PERSONAL","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6790B","0","0","","","","2","AIRLINE TRANSPORT","5089","1249","318","318"
"19831128073209I","28-NOV-83","PORTLAND","ME","","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","300WP","0","0","","","","2","AIRLINE TRANSPORT","5700","4300","227","227"
"19831227073049I","27-DEC-83","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","201TC","0","0","","","","2","AIRLINE TRANSPORT","18100","8100","270","260"
"19840111010809I","11-JAN-84","OLD TOWN","ME","DEWITT","INCIDENT","MINOR","TO ABORTED (FIXED WING)","BEECH","BE-200","","","EXECUTIVE","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","18454","0","0","PWA","PT6A41","PT6","2","AIRLINE TRANSPORT","8200","28","125","28"
"19840112010289I","12-JAN-84","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","CE-402-C","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","2748J","0","0","","","","2","AIRLINE TRANSPORT","5000","24","250","24"
"19840117010529I","17-JAN-84","CARRABASSETT","ME","BERLIN RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","6194D","0","0","","","","1","PRIVATE PILOT","57","41","0","15"
"19840210015479I","10-FEB-84","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","AIR TAXI FLIGHT FOLLOWING","202TC","0","0","","","","2","AIRLINE TRANSPORT","7000","5000","280","65"
"19840216015459I","16-FEB-84","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","200TC","0","0","","","","2","AIRLINE TRANSPORT","6000","4000","300","100"
"19840220019849I","20-FEB-84","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","CE-402-C","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3268M","0","0","","","","2","AIRLINE TRANSPORT","11250","2400","240","240"
"19840305011779I","05-MAR-84","PORTLAND","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3268M","0","0","","","","2","AIRLINE TRANSPORT","11250","2400","250","240"
"19840321021649I","21-MAR-84","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","2712P","0","0","CONT","TSIO520*","O520","2","COMMERCIAL PILOT","6359","150","150","130"
"19840325026909I","25-MAR-84","","ME","BANGOR INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-180","","","PERSONAL","GENERAL OPERATING RULES","NONE","42376","0","0","CONT","O470A","O470","1","PRIVATE PILOT","405","120","10","10"
"19840328035029I","28-MAR-84","MILLINOCKET","ME","MILLINOCKET","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-150","CE-150-L","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","19206","0","0","","","","1","STUDENT","21","21","15","15"
"19840429038989I","29-APR-84","ROCKLAND","ME","","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","BEECH","BE-23","BE-23-C23","","PERSONAL","GENERAL OPERATING RULES","NONE","66313","0","0","LYC","O360A1A","O360","1","PRIVATE PILOT","85","45","10","10"
"19840528060099I","28-MAY-84","TURNER","ME","TWITCHELL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-180","","","PERSONAL","GENERAL OPERATING RULES","NONE","66407","0","0","","","","1","COMMERCIAL PILOT","3000","1500","70","70"
"19840627039019I","27-JUN-84","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","DESCENT","BOEING","737","100","PEOPLE EXPRESS AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","417PE","0","2","PWA","JT8D9","JT8","2","AIRLINE TRANSPORT","6500","820","149","149"
"19840702046339I","02-JUL-84","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-31","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","55MB","0","0","","","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2300","22","2","22"
"19840705039439I","05-JUL-84","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","NORMAL CRUISE","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4893T","0","0","","","","1","","","0","0","0"
"19840714060179I","14-JUL-84","CARIBOU","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-J3","","","PERSONAL","GENERAL OPERATING RULES","NONE","2023M","0","0","","","","1","STUDENT","1000","650","8","8"
"19840723044799I","23-JUL-84","ROCKLAND","ME","","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","7099N","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","5500","3500","190","190"
"19840725050919I","25-JUL-84","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","","ROLL-OUT (FIXED WING)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94233","0","0","","","","2","AIRLINE TRANSPORT","10000","1000","60","60"
"19840728064829I","28-JUL-84","PORTLAND","ME","PORTLAND INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","GULSTM","GA-112","","","PERSONAL","GENERAL OPERATING RULES","NONE","1144J","0","0","","","","1","PRIVATE PILOT","120","30","30","30"
"19840825063779I","25-AUG-84","STONINGTON","ME","BANGOR INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","CESSNA","CE-172","CE-172-I","","PERSONAL","GENERAL OPERATING RULES","NONE","8493L","0","0","","","","1","PRIVATE PILOT","1087","900","47","47"
