"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19820610036799I","10-JUN-82","MANCHESTER","NH","MANCHESTER MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","STOLAM","RC-3","","","PERSONAL","GENERAL OPERATING RULES","NONE","6709K","0","0","","","","1","AIRLINE TRANSPORT","23000","350","200","1"
"19820815053789I","15-AUG-82","JAFFREY","NH","DILLANT-HOPKINS","INCIDENT","","ROLL-OUT (FIXED WING)","PIPER","PA-J3C","PA-J3C-65","","PERSONAL","GENERAL OPERATING RULES","NONE","7401H","0","0","","","","1","PRIVATE PILOT","147","30","30","30"
"19820829065889I","29-AUG-82","WOLFEBORO","NH","LAKES REGION","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","GLOBE","GC-1","GC-1-B","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","80777","0","0","LYC","O320*","O320","1","PRIVATE PILOT","800","500","3","3"
"19820905056219I","05-SEP-82","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-30","","","PERSONAL","GENERAL OPERATING RULES","NONE","7816Y","0","0","","","","2","PRIVATE PILOT","5000","1500","18","18"
"19821008066369I","08-OCT-82","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","200TC","0","0","","","","2","AIRLINE TRANSPORT","3800","1800","210","210"
"19821012063159I","12-OCT-82","HAMPTON","NH","PORTSMOUTH INTL AT PEASE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","6512V","0","0","","","","1","PRIVATE PILOT","250","0","30","30"
"19830206010369I","06-FEB-83","BROOKLINE","NH","BROOKLINE","INCIDENT","SUBSTANTIAL","GO ROUND (ABORTED VISUAL FLIGHT RULES)","CESSNA","CE-182","CE-182-Q","","PERSONAL","GENERAL OPERATING RULES","NONE","759JT","0","0","CONT","O470L","O470","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1365","78","250","25"
"19830216012369I","16-FEB-83","MANCHESTER","NH","MANCHESTER MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","ISRAEL AIRCRAFT INDUSTRIES","WESTWIND","1124","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","511CC","0","0","ARSRCH","TFE731*","TFE731","2","AIRLINE TRANSPORT","8300","200","0","0"
"19830320012819I","20-MAR-83","NEWPORT","NH","LEBANON MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-182","CE-182-C","","BUSINESS","GENERAL OPERATING RULES","NONE","36NH","0","0","","","","1","COMMERCIAL PILOT","5000","2000","330","300"
"19830707030939I","07-JUL-83","WEARE","NH","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-140","","","PERSONAL","GENERAL OPERATING RULES","NONE","90019","0","0","CONT","C8512F","C85","1","PRIVATE PILOT","621","463","21","19"
"19830725051199I","25-JUL-83","NASHUA","NH","MANCHESTER","INCIDENT","MINOR","DESCENT","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","12DL","0","0","CONT","A65*","A65","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","5500","5","15","5"
"19830806052209I","06-AUG-83","NORTH CONWAY","NH","","INCIDENT","MINOR","POWER OFF RUN LAND (AUTOROTATION)","BELL","BHT-206","BHT-206-B3","","FOR HIRE","GENERAL OPERATING RULES","NONE","327WM","0","0","ALLSN","250C20B","250C","1","COMMERCIAL PILOT","3606","380","126","87"
"19830908063739I","08-SEP-83","PORTSMOUTH","NH","PORTLAND INTL JETPORT","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94216","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19830927066749I","27-SEP-83","NASHUA","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","BUSINESS","GENERAL OPERATING RULES","NONE","4652H","0","0","LYC","IO360A1B6","O360","1","AIRLINE TRANSPORT","2996","2100","54","54"
"19831124072929I","24-NOV-83","HAMPTON","NH","CONCORD MUNI","INCIDENT","MINOR","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","107TJ","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","18000","8000","300","300"
"19831208069839I","08-DEC-83","MANCHESTER","NH","","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94216","0","0","","","","2","AIRLINE TRANSPORT","8500","800","210","210"
"19840121015329I","21-JAN-84","MOULTONBORO","NH","MOULTONBORO","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","6185J","0","0","","","","1","PRIVATE PILOT","","0","0","0"
"19840123010619I","23-JAN-84","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","107TJ","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","3587","1700","250","115"
"19840128010939I","28-JAN-84","MOULTONBORO","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-177","CE-177-B","","PERSONAL","GENERAL OPERATING RULES","NONE","13597","0","0","LYC","O360*","O360","1","PRIVATE PILOT","2500","1000","40","40"
"19840128010989I","28-JAN-84","ALTON","NH","ALTON FIELD","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","4721L","0","0","LYC","O360A4A","O360","1","PRIVATE PILOT","270","140","10","10"
"19840221011989I","21-FEB-84","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-31","","PRECISION VALLEY AVIATION INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","9196Y","0","0","LYC","TIO540*","O540","2","AIRLINE TRANSPORT","4900","2300","275","200"
"19840517039409I","17-MAY-84","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-421","CE-421-C","","BUSINESS","GENERAL OPERATING RULES","NONE","98822","0","0","","","","2","COMMERCIAL PILOT","4500","800","190","190"
"19840709060059I","09-JUL-84","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","4699B","0","0","AMTR","CUYUNA430","430","","COMMERCIAL PILOT","3700","6","6","6"
"19840724060069I","24-JUL-84","NORTH CONWAY","NH","BERLIN RGNL","INCIDENT","MINOR","FINAL APPROACH","CESSNA","CE-172","CE-172-L","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","7837G","0","0","","","","1","PRIVATE PILOT","167","150","28","20"
"19840911066519I","11-SEP-84","ANTRIM","NH","HAWTHORNE-FEATHER AIRPARK","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28R","PA-28R-200","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1418X","0","0","LYC","IO360B1E","O360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2000","209","135","45"
"19840921056049I","21-SEP-84","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5189P","0","0","LYC","O235L2C","O235","1","STUDENT","12","12","12","12"
"19841122072679I","22-NOV-84","ANTRIM","NH","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-150","CE-150-L","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1404Q","0","0","","","","1","PRIVATE PILOT","5000","500","30","30"
"19850110005839I","10-JAN-85","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","300WP","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","9355","4986","307","53"
"19850203008979I","03-FEB-85","MANCHESTER","NH","MANCHESTER","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-16","","","PERSONAL","GENERAL OPERATING RULES","NONE","5358H","0","0","LYC","O235C1","O235","1","PRIVATE PILOT","148","58","67","38"
"19850204007089I","04-FEB-85","ROCHESTER","NH","SKYHAVEN","INCIDENT","","STARTING ENGINES","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","734PX","0","0","","","","1","PRIVATE PILOT","73","73","0","0"
"19850410020089I","10-APR-85","LEBANON","NH","LEBANON MUNI","INCIDENT","","NORMAL CRUISE","SHORTS-BOMBARDIER","330","","METRO AIR NORTHEAST INC VT","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","58AN","0","0","PWA","PT6A45B","PT6","2","AIRLINE TRANSPORT","11500","2000","150","150"
"19850514032079I","14-MAY-85","WEST FRANKLIN","NH","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-182","CE-182-M","","BUSINESS","GENERAL OPERATING RULES","NONE","71408","0","0","","","","1","COMMERCIAL PILOT","3159","2536","7","7"
"19850607075259I","07-JUN-85","WOLFEBORO","NH","LAKES REGION","INCIDENT","SUBSTANTIAL","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","63840","0","0","","","","2","AIRLINE TRANSPORT","8000","400","0","20"
"19850712051089I","12-JUL-85","LEBANON","NH","LEBANON MUNI","INCIDENT","","LEVEL OFF TOUCHDOWN","CESSNA","CE-185","CE-185-F","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","4840C","0","0","","","","1","PRIVATE PILOT","489","35","35","35"
"19850723049879I","23-JUL-85","JAFFREY","NH","JAFFREY AIRPORT-SILVER RANCH","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-C","","PERSONAL","GENERAL OPERATING RULES","NONE","7103V","0","0","","","","1","PRIVATE PILOT","581","67","23","23"
"19850728045329I","28-JUL-85","NORTH CONWAY","NH","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-32","PA-32-260","","BUSINESS","GENERAL OPERATING RULES","UNKNOWN","5585J","0","0","LYC","O540E4B5","O540","1","COMMERCIAL PILOT","3650","0","150","0"
"19850827065539I","27-AUG-85","LACONIA","NH","LACONIA MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6900Y","0","0","","","","2","COMMERCIAL PILOT","2500","2000","150","100"
"19850917053279I","17-SEP-85","WOLFEBORO","NH","LAKES REGION","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","JURCA","MJ5","","","PERSONAL","GENERAL OPERATING RULES","NONE","12BT","0","0","","","","1","AIRLINE TRANSPORT","10000","100","100","60"
"19850924066179I","24-SEP-85","MANCHESTER","NH","","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-337","CE-337-T337H","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","1359L","0","0","CONT","TSIO360H","O360","2","COMMERCIAL PILOT","1700","700","0","0"
"19851014060809I","14-OCT-85","LEBANON","NH","LEBANON MUNI","INCIDENT","","TAKEOFF GROUND ROLL","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","NONE","4957B","0","0","","","","1","PRIVATE PILOT","104","12","12","12"
"19860210025669I","10-FEB-86","MANCHESTER","NH","","INCIDENT","","CLIMB","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","14MV","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","5000","2500","380","360"
"19860214018719I","14-FEB-86","LEBANON","NH","LEBANON MUNI","INCIDENT","","NORMAL CRUISE","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","5255R","0","0","","","","1","COMMERCIAL PILOT","","","",""
"19860307011269I","07-MAR-86","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-34","PA-34-220T","","PERSONAL","GENERAL OPERATING RULES","NONE","43397","0","0","","","","2","COMMERCIAL PILOT","1100","80","80","80"
"19860316025609I","16-MAR-86","WINDHAM","NH","COBBETTS POND","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-185","CE-185-F","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8432Q","0","0","","","","1","PRIVATE PILOT","600","150","70","70"
"19860326017489I","26-MAR-86","MOULTONBORO","NH","MOULTONBORO","INCIDENT","SUBSTANTIAL","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-210","CE-210-P210R","","BUSINESS","GENERAL OPERATING RULES","NONE","5527A","0","0","","","","1","PRIVATE PILOT","2000","1000","47","32"
"19860420033699I","20-APR-86","LEBANON","NH","COLUMBIA RGNL","INCIDENT","","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-P","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","54180","0","0","","","","1","STUDENT","42","7","16","7"
"19860425065719I","25-APR-86","MANCHESTER","NH","","INCIDENT","","CLIMB","FAIRCHILD-DORNIER","228","200","PRECISION VALLEY AVIATION INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","236RP","0","0","ARSRCH","TPE3315","TPE331","2","AIRLINE TRANSPORT","0","0","0","0"
"19860724048099I","24-JUL-86","LACONIA","NH","LACONIA MUNI","INCIDENT","","UNKNOWN","LEARJET-BOMBARDIER","LEARJET 35","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","33WB","0","0","","","","2","AIRLINE TRANSPORT","5700","2500","100","100"
"19860726057559I","26-JUL-86","NASHUA","NH","","INCIDENT","","NORMAL CRUISE","ISRAEL AIRCRAFT INDUSTRIES","WESTWIND","1123","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","102BW","0","0","","","","2","PRIVATE PILOT","0","0","0","0"
"19860729065979I","29-JUL-86","DERRY","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","ROBSIN","R-22","R-22-MARINER","","INSTRUCTION","GENERAL OPERATING RULES","NONE","2285Z","0","0","","","","1","STUDENT","45","45","30","30"
"19860801062349I","01-AUG-86","LACONIA","NH","CONCORD MUNI","INCIDENT","","CLIMB","PIPER","PA-23","PA-23-250","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4383P","0","0","","","","2","COMMERCIAL PILOT","6000","0","0","0"
"19860913065589I","13-SEP-86","NEW ISPWICH","NH","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-305","","","PERSONAL","GENERAL OPERATING RULES","NONE","5169G","0","0","","","","1","AIRLINE TRANSPORT","14000","80","200","30"
"19860923070249I","23-SEP-86","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","802DW","0","0","LYC","IO360A1B6","O360","1","COMMERCIAL PILOT","1300","100","150","20"
"19861022064369I","22-OCT-86","CONCORD","NH","","INCIDENT","","NORMAL CRUISE","SMITH","DSA1","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","29T","0","0","LYC","O235*","O235","1","COMMERCIAL PILOT","13000","350","25","25"
"19861026066999I","26-OCT-86","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-34","PA-34-220T","GRANITE STATE AIRWAYS INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","43397","0","0","","","","2","COMMERCIAL PILOT","5100","8","25","8"
"19861107079569I","07-NOV-86","KEENE","NH","DILLANT-HOPKINS","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28RT","PA-28RT-201T","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8192F","0","0","CONT","TSIO360FB","O360","1","COMMERCIAL PILOT","2100","300","25","5"
"19861212078339I","12-DEC-86","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","STARTING ENGINES","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","NONE","4055H","0","0","","","","1","PRIVATE PILOT","420","200","80","80"
"19861222084969I","22-DEC-86","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BLANCA","BL-7","BL-7-GCAA","","PERSONAL","GENERAL OPERATING RULES","NONE","2665Z","0","0","","","","1","PRIVATE PILOT","260","7","29","7"
"19870103006219I","03-JAN-87","LEBANON","NH","LEBANON MUNI","INCIDENT","","FINAL APPROACH","FAIRCHILD-DORNIER","228","200","PRECISION VALLEY AVIATION INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","236RP","0","0","","","","2","AIRLINE TRANSPORT","6200","1500","237","220"
"19870105006439I","05-JAN-87","LEBANON","NH","LEBANON MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","LEARJET-BOMBARDIER","LEARJET 35","A","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","87AT","0","0","","","","2","AIRLINE TRANSPORT","3500","1270","100","100"
"19870109035439I","09-JAN-87","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28","PA-28-161","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","2918X","0","0","LYC","O320D3G","O320","1","PRIVATE PILOT","41","21","8","8"
"19870112006879I","12-JAN-87","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","RAYTHEON","1900","","METRO AIR NORTHEAST INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","72152","0","0","","","","2","AIRLINE TRANSPORT","8500","2100","207","207"
"19870116064129I","16-JAN-87","LEBANON","NH","LEBANON MUNI","INCIDENT","","FORCED LANDING","MOONEY","M-20","M-20-F","","PERSONAL","GENERAL OPERATING RULES","NONE","3506N","0","0","LYC","IO360A1A","O360","1","COMMERCIAL PILOT","1100","600","25","25"
"19870213013339I","13-FEB-87","HILLSBORO","NH","","INCIDENT","","POWER OFF RUN LAND (AUTOROTATION)","HUGHES","HU-269","HU-269-C","","INSTRUCTION","GENERAL OPERATING RULES","NONE","36247","0","0","LYC","HIO360D1A","O360","1","COMMERCIAL PILOT","1000","460","35","30"
"19870323016909I","23-MAR-87","HOLLIS","NH","","INCIDENT","MINOR","NORMAL CRUISE","GROB","GROB-G109","GROB-G109-B","","INSTRUCTION","GENERAL OPERATING RULES","NONE","401DW","0","0","GROB","GBW2500E1","G2500","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1150","35","150","25"
"19870329029709I","29-MAR-87","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","8917J","0","0","","","","1","PRIVATE PILOT","116","116","5","5"
"19870401014129I","01-APR-87","NASHUA","NH","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-310","CE-310-R","WRIGHT INTERNATIONAL EXPRESS INC","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","5215C","0","0","CONT","IO520MB","O520","2","COMMERCIAL PILOT","3315","935","286","286"
"19870607061149I","07-JUN-87","CONCORD","NH","CONCORD MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28RT","PA-28RT-201T","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8305D","0","0","","","","1","PRIVATE PILOT","835","197","27","27"
"19870701048089I","01-JUL-87","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-22","PA-22-150","","PERSONAL","GENERAL OPERATING RULES","NONE","3439Z","0","0","","","","1","STUDENT","55","22","31","22"
"19870724061159I","24-JUL-87","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-210","CE-210-N","","PERSONAL","GENERAL OPERATING RULES","NONE","7759N","0","0","","","","1","AIRLINE TRANSPORT","2010","1500","31","30"
"19870725067859I","25-JUL-87","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","SIMULATED FORCED LANDING FINAL APPROACH","BEECH","BE-23","BE-23-C23","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1928L","0","0","","","","1","UNKNOWN/FOREIGN","","","",""
"19870810072319I","10-AUG-87","WOLFEBORO","NH","LAKES REGION","INCIDENT","MINOR","FORCED LANDING","CGS","HAWK","","","PERSONAL","GENERAL OPERATING RULES","NONE","13CH","0","0","AMTR","BUICKV8","BUICK8","1","COMMERCIAL PILOT","5000","43","4","4"
"19870814063789I","14-AUG-87","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-23","PA-23-250","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","2322Z","0","0","","","","2","COMMERCIAL PILOT","3100","2000","36","36"
"19870830068069I","30-AUG-87","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","NONE","6009C","0","0","","","","1","PRIVATE PILOT","325","200","40","40"
"19870907063909I","07-SEP-87","CONCORD","NH","CONCORD MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-210","CE-210-T210L","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4648Q","0","0","CONT","TSIO520H","O520","1","PRIVATE PILOT","311","155","25","25"
"19871013074069I","13-OCT-87","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","NAMER","NA-P51","NA-P51-D","","PERSONAL","GENERAL OPERATING RULES","NONE","210D","0","0","","","","1","PRIVATE PILOT","697","25","110","25"
"19871022070559I","22-OCT-87","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","NONE","56350","0","0","","","","1","STUDENT","63","63","17","17"
"19871114070539I","14-NOV-87","LEBANON","NH","LEBANON MUNI","INCIDENT","","FORCED LANDING","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","4957B","0","0","LYC","O235L2C","O235","1","STUDENT","20","20","20","20"
"19871118082759I","18-NOV-87","MANCHESTER","NH","MANCHESTER","INCIDENT","","TAKEOFF GROUND ROLL","MCDONNELL-DOUGLAS-BOEING","DC-9","","ORION LIFT SERVICE INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","NR731","0","0","","","","2","AIRLINE TRANSPORT","3000","200","100","100"
"19871221080269I","21-DEC-87","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","FINAL APPROACH","CESSNA","CE-206","CE-206-TU206G","","PERSONAL","GENERAL OPERATING RULES","NONE","756MS","0","0","CONT","TSIO520M","O520","1","COMMERCIAL PILOT","1012","185","90","37"
"19880131010409I","31-JAN-88","ALTON BAY","NH","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-182","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3294Y","0","0","CONT","O470L","O470","1","PRIVATE PILOT","6000","2000","50","50"
"19880212042149I","12-FEB-88","MANCHESTER","NH","","INCIDENT","","NORMAL CRUISE","GULSTM","GA-680","GA-680-FL","NEW ENGLAND AIR EXPRESS INC","OTHER","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","107E","0","0","LYC","IGSO540B1A","O540","2","COMMERCIAL PILOT","3871","700","51","51"
"19880217020829I","17-FEB-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CHRIS","CHRIS-A","CHRIS-A-1","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","2914Q","0","0","","","","1","PRIVATE PILOT","403","26","120","26"
"19880219004089I","19-FEB-88","LACONIA","NH","LACONIA MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-77","","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","6629X","0","0","LYC","O235L2C","O235","1","STUDENT","","38","",""
"19880319016419I","19-MAR-88","WINDHAM","NH","","INCIDENT","MINOR","OTHER GROUND OPERATIONS","BBAVIA","BBAVIA-7","BBAVIA-7-GCBC","","FOR HIRE","GENERAL OPERATING RULES","NONE","8736V","0","0","","","","1","PRIVATE PILOT","483","139","79","79"
"19880426020949I","26-APR-88","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-172","CE-172-P","","INSTRUCTION","GENERAL OPERATING RULES","NONE","9906L","0","0","","","","1","STUDENT","72","60","35","35"
